"School ID","School Name","Type","Authority","Gender","Regional Council","TA with Auckland Local Board","From","To","Number of changes"
3428,"Marchwiel School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3429,"Marshland School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3432,"Mayfield School (Mid-Canterbury)","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3433,"McKenzie Residential School","Special School","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2012,1
3434,"Merrin School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3436,"Methven School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3437,"Milford School (Temuka)","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3439,"Moonlight School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2004,1
3440,"Morven School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Waimate District",2000,2015,1
3441,"Mt Somers Springburn School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3442,"Aoraki Mount Cook School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Mackenzie District",2000,2017,1
3443,"Mt Pleasant School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3445,"New Brighton Catholic School (Chch)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3446,"Ngahere School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2004,1
3447,"North Loburn School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3448,"North New Brighton School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2014,1
3449,"Northcote School (Christchurch)","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3450,"Oaklands School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3451,"Ohoka School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3452,"Okains Bay School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3454,"Omihi School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Hurunui District",2000,2017,1
3455,"Opawa School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3457,"Orari School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3460,"Our Lady of Fatima School (Chch)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2015,1
3461,"Our Lady of Assumption School (Chch)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3462,"Our Lady of Snows School (Methven)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3463,"Our Lady of Victories","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3464,"Ouruhia Model School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3465,"Owenga School","Full Primary","State: Not integrated","Co-Ed","Chatham Is. County","Chatham Islands Territory",2000,2001,1
3466,"Papanui School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3467,"Paparoa Street School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3468,"Pareora East School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3469,"Beaconsfield School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,2
3470,"Parkview School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3471,"Parnassus School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Hurunui District",2000,2006,1
3472,"Paroa School (Greymouth)","Contributing","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2000,2
3472,"Paroa School (Greymouth)","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2001,2017,2
3474,"Phillipstown School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2014,1
3475,"Pigeon Bay School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2005,1
3476,"Pitt Island School","Full Primary","State: Not integrated","Co-Ed","Chatham Is. County","Chatham Islands Territory",2000,2017,1
3477,"Pleasant Point Primary School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,2
3477,"Pleasant Point Primary School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2005,2017,2
3478,"Prebbleton School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3479,"Queenspark School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3480,"Rakaia School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3481,"Rangiora Borough School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3483,"Redcliffs School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3484,"Redwood School (Christchurch)","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3485,"Riccarton School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3486,"Richmond School (Christchurch)","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2013,1
3488,"Rolleston School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3489,"Ross School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Westland District",2000,2017,1
3490,"Rotherham School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Hurunui District",2000,2017,1
3491,"Rotomanu School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2004,1
3492,"Rowley Avenue School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3493,"Roydvale School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3495,"Runanga School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2001,2
3495,"Runanga School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2002,2017,2
3496,"Russley School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3498,"Sacred Heart School (Timaru)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Timaru District",2000,2017,1
3499,"Salisbury School (Timaru)","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3500,"Seadown School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
3501,"Sefton School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3502,"Sheffield Contributing School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3503,"Shirley Intermediate","Intermediate","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3504,"Shirley School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3505,"Sockburn School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3506,"Somerfield School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3507,"South Hornby School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3508,"South New Brighton School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3509,"Southbridge School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3510,"Southbrook School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3512,"Spreydon School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3515,"Springfield School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3516,"Springston School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3517,"St Albans Catholic School (Christchurch)","Contributing","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3518,"St Albans School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3519,"St Andrew's School (Timaru)","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimate District",2000,2017,1
3520,"St Anne's School (Woolston)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3521,"St Bernadette's School (Hornby)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3523,"St James School (Aranui)","Contributing","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3525,"St Joseph's School (Lyttelton)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2008,1
3527,"St Joseph's School (Ashburton)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Ashburton District",2000,2017,1
3528,"St Joseph's School (Pleasant Point)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Timaru District",2000,2017,1
3529,"St Joseph's School (Fairlie)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Mackenzie District",2000,2017,1
3530,"St Joseph's School (Kaikoura)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Kaikoura District",2000,2017,1
3531,"St Joseph's School (Papanui)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3532,"St Joseph's School (Temuka)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Timaru District",2000,2017,1
3533,"St Joseph's School (Timaru)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Timaru District",2000,2017,1
3534,"St Martins School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3535,"St Mary's School (Christchurch)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3536,"St Mary's School (Hokitika)","Full Primary","State: Integrated","Co-Ed","West Coast Region","Westland District",2000,2017,1
3537,"St Patrick's School (Bryndwr)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3538,"St Patrick's School (Greymouth)","Full Primary","State: Integrated","Co-Ed","West Coast Region","Grey District",2000,2017,1
3539,"St Patrick's School (Waimate)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Waimate District",2000,2017,1
3540,"St Patrick's School (Kaiapoi)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3541,"St Paul's School (Dallington)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2015,1
3542,"St Peter's School (Beckenham)","Contributing","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2007,2
3542,"St Peter's School (Beckenham)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2008,2017,2
3543,"St Teresa's School (Riccarton)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3544,"Our Lady Star of the Sea School (Christchurch)","Full Primary","State: Integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3545,"Stillwater School","Contributing","State: Not integrated","Co-Ed","West Coast Region","Grey District",2000,2000,2
3545,"Stillwater School","Full Primary","State: Not integrated","Co-Ed","West Coast Region","Grey District",2001,2004,2
3546,"Sumner School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3547,"Swannanoa School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Waimakariri District",2000,2017,1
3548,"Sydenham School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2000,1
3549,"Tai Tapu School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Selwyn District",2000,2017,1
3552,"Te Moana School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2003,1
3553,"Te One School","Full Primary","State: Not integrated","Co-Ed","Chatham Is. County","Chatham Islands Territory",2000,2017,1
3554,"Waitaha School","Special School","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3555,"Templeton School","Full Primary","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3556,"Temuka Primary School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,2
3557,"Thorrington School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Christchurch City",2000,2017,1
3558,"Timaru Main School","Contributing","State: Not integrated","Co-Ed","Canterbury Region","Timaru District",2000,2004,1
